leave_id,personnel_id,leave_type,start_date,end_date,days_availed
P00270-L003,P00270,casual,2025-02-19,2025-03-11,19.9
P00270-L004,P00270,earned,2025-05-20,2025-05-24,4.3
P00270-L005,P00270,earned,2025-07-12,2025-07-23,10.9
P00270-L006,P00270,earned,2025-09-15,2025-10-06,20.4
P00270-L007,P00270,earned,2025-12-14,2025-12-22,7.3
P00270-L008,P00270,casual,2026-02-18,2026-02-27,9.0
P00270-L009,P00270,earned,2026-05-29,2026-06-15,17.6
P00270-L010,P00270,compensatory,2026-07-08,2026-07-19,10.8
P00271-L001,P00271,medical,2024-09-05,2024-09-13,7.8
P00271-L002,P00271,earned,2024-11-03,2024-11-14,11.2
P00271-L003,P00271,earned,2024-12-31,2025-01-05,5.1
P00271-L004,P00271,earned,2025-01-29,2025-02-05,7.8
P00271-L005,P00271,casual,2025-03-21,2025-03-29,7.4
P00271-L006,P00271,earned,2025-05-19,2025-06-04,16.0
P00271-L007,P00271,earned,2025-07-03,2025-07-21,17.1
P00271-L008,P00271,earned,2025-08-15,2025-09-02,17.6
P00271-L009,P00271,medical,2025-10-11,2025-11-06,25.7
P00271-L010,P00271,earned,2025-11-16,2025-11-28,12.2
P00271-L011,P00271,casual,2026-01-01,2026-01-06,5.0
P00271-L012,P00271,earned,2026-03-18,2026-03-23,4.4
P00271-L013,P00271,earned,2026-04-28,2026-05-13,15.5
P00271-L014,P00271,earned,2026-06-10,2026-06-16,5.9
P00271-L015,P00271,earned,2026-07-25,2026-08-07,13.5
P00272-L001,P00272,compensatory,2024-09-16,2024-10-02,16.6
P00272-L002,P00272,earned,2024-11-16,2024-11-26,10.0
P00272-L003,P00272,earned,2025-02-07,2025-02-24,16.9
P00272-L004,P00272,casual,2025-05-24,2025-06-07,13.4
P00272-L005,P00272,earned,2025-08-20,2025-08-27,6.5
P00272-L006,P00272,earned,2025-09-29,2025-10-10,11.2
P00272-L007,P00272,casual,2025-11-22,2025-12-02,9.3
P00272-L008,P00272,earned,2026-02-14,2026-02-20,6.1
P00272-L009,P00272,earned,2026-05-01,2026-05-07,6.7
P00272-L010,P00272,compensatory,2026-07-28,2026-08-14,17.5
P00273-L001,P00273,compensatory,2024-09-05,2024-09-09,4.6
P00273-L002,P00273,earned,2024-10-09,2024-10-16,7.2
P00273-L003,P00273,casual,2024-11-10,2024-11-21,11.5
P00273-L004,P00273,medical,2024-12-22,2025-01-12,20.8
P00273-L005,P00273,casual,2025-01-22,2025-01-26,3.9
P00273-L006,P00273,earned,2025-03-10,2025-03-20,9.4
P00273-L007,P00273,casual,2025-04-16,2025-04-22,5.5
P00273-L008,P00273,casual,2025-05-07,2025-05-10,3.5
P00273-L009,P00273,earned,2025-06-30,2025-07-09,8.7
P00273-L010,P00273,compensatory,2025-07-12,2025-07-24,12.6
P00273-L011,P00273,earned,2025-09-02,2025-09-04,2.6
P00273-L012,P00273,earned,2025-10-06,2025-10-16,9.5
P00273-L013,P00273,earned,2025-11-01,2025-11-08,7.5
P00273-L014,P00273,earned,2025-12-14,2025-12-17,2.9
P00273-L015,P00273,casual,2026-01-05,2026-01-13,7.2
P00273-L016,P00273,earned,2026-02-26,2026-03-06,8.6
P00273-L017,P00273,earned,2026-03-26,2026-04-01,6.6
P00273-L018,P00273,earned,2026-04-16,2026-04-27,10.6
P00273-L019,P00273,earned,2026-06-02,2026-06-07,5.2
P00273-L020,P00273,earned,2026-06-25,2026-07-02,6.4
P00273-L021,P00273,medical,2026-07-29,2026-08-04,6.6
P00274-L001,P00274,earned,2024-09-04,2024-09-12,7.6
P00274-L002,P00274,earned,2024-11-10,2024-11-17,6.7
P00274-L003,P00274,earned,2025-02-15,2025-02-20,5.0
P00274-L004,P00274,earned,2025-03-19,2025-03-25,5.1
P00274-L005,P00274,earned,2025-06-20,2025-07-04,13.2
P00274-L006,P00274,earned,2025-08-29,2025-09-03,5.6
P00274-L007,P00274,casual,2025-10-19,2025-10-29,10.7
P00274-L008,P00274,casual,2025-12-13,2025-12-19,6.4
P00274-L009,P00274,medical,2026-03-04,2026-03-15,10.5
P00274-L010,P00274,casual,2026-04-27,2026-05-06,8.9
P00274-L011,P00274,compensatory,2026-07-27,2026-08-12,16.9
P00275-L001,P00275,earned,2024-09-19,2024-10-08,18.9
P00275-L002,P00275,compensatory,2024-12-17,2025-01-01,15.1
P00275-L003,P00275,earned,2025-03-09,2025-03-16,7.6
P00275-L004,P00275,casual,2025-06-10,2025-06-28,17.7
P00275-L005,P00275,casual,2025-09-06,2025-09-24,18.1
P00275-L006,P00275,earned,2025-12-01,2025-12-11,9.5
P00275-L007,P00275,earned,2026-03-26,2026-04-01,6.0
P00275-L008,P00275,earned,2026-08-09,2026-08-21,12.2
P00276-L001,P00276,casual,2024-09-12,2024-09-17,4.6
P00276-L002,P00276,compensatory,2024-10-19,2024-10-28,9.3
P00276-L003,P00276,casual,2024-12-07,2024-12-19,12.7
P00276-L004,P00276,casual,2025-01-11,2025-02-01,20.5
P00276-L005,P00276,earned,2025-03-04,2025-03-07,3.8
P00276-L006,P00276,casual,2025-04-10,2025-04-27,17.5
P00276-L007,P00276,earned,2025-05-28,2025-06-03,5.8
P00276-L008,P00276,earned,2025-07-07,2025-07-12,5.8
P00276-L009,P00276,earned,2025-08-27,2025-08-31,4.2
P00276-L010,P00276,earned,2025-10-11,2025-10-24,12.8
P00276-L011,P00276,casual,2025-11-05,2025-11-07,2.8
P00276-L012,P00276,earned,2025-12-19,2026-01-04,15.9
P00276-L013,P00276,earned,2026-02-05,2026-02-24,18.2
P00276-L014,P00276,earned,2026-03-16,2026-03-22,5.7
P00276-L015,P00276,earned,2026-05-20,2026-05-23,3.0
P00276-L016,P00276,earned,2026-06-27,2026-07-09,11.5
P00276-L017,P00276,earned,2026-07-27,2026-08-11,14.9
P00277-L001,P00277,earned,2024-09-15,2024-09-24,8.5
P00277-L002,P00277,earned,2024-10-02,2024-10-13,11.2
P00277-L003,P00277,compensatory,2024-11-03,2024-11-08,5.4
P00277-L004,P00277,earned,2024-12-03,2024-12-16,13.7
P00277-L005,P00277,medical,2025-01-02,2025-01-09,7.4
P00277-L006,P00277,earned,2025-01-30,2025-02-03,3.5
P00277-L007,P00277,earned,2025-03-03,2025-03-10,7.2
P00277-L008,P00277,earned,2025-04-13,2025-04-22,8.7
P00277-L009,P00277,compensatory,2025-05-02,2025-05-03,1.2
P00277-L010,P00277,medical,2025-06-07,2025-06-16,8.6
P00277-L011,P00277,earned,2025-07-09,2025-07-17,8.8
P00277-L012,P00277,casual,2025-08-11,2025-08-24,13.3
P00277-L013,P00277,earned,2025-09-05,2025-09-13,8.5
P00277-L014,P00277,casual,2025-10-10,2025-10-17,7.6
P00277-L015,P00277,casual,2025-11-04,2025-11-09,5.2
P00277-L016,P00277,earned,2025-12-01,2025-12-08,7.3
P00277-L017,P00277,earned,2026-01-05,2026-01-17,11.3
P00277-L018,P00277,earned,2026-02-01,2026-02-05,3.7
P00277-L019,P00277,casual,2026-03-15,2026-03-16,1.5
P00277-L020,P00277,earned,2026-04-05,2026-04-10,4.4
P00277-L021,P00277,casual,2026-05-02,2026-05-16,13.1
P00277-L022,P00277,earned,2026-06-19,2026-06-26,7.3
P00277-L023,P00277,casual,2026-07-08,2026-07-12,4.5
P00277-L024,P00277,casual,2026-08-08,2026-08-12,4.3
P00278-L001,P00278,earned,2024-09-17,2024-10-10,22.6
P00278-L002,P00278,earned,2024-10-28,2024-11-02,5.5
P00278-L003,P00278,earned,2024-12-22,2024-12-28,6.2
P00278-L004,P00278,earned,2025-02-18,2025-03-04,14.2
P00278-L005,P00278,earned,2025-04-20,2025-05-01,11.0
P00278-L006,P00278,casual,2025-06-17,2025-06-21,3.6
P00278-L007,P00278,earned,2025-08-03,2025-08-12,9.4
P00278-L008,P00278,earned,2025-09-06,2025-09-15,9.0
P00278-L009,P00278,earned,2025-11-20,2025-11-26,6.7
P00278-L010,P00278,medical,2026-01-12,2026-01-15,3.2
P00278-L011,P00278,earned,2026-03-01,2026-03-08,7.3
P00278-L012,P00278,casual,2026-04-05,2026-04-24,18.6
P00278-L013,P00278,casual,2026-05-28,2026-05-31,3.6
P00278-L014,P00278,earned,2026-08-19,2026-08-26,6.9
P00279-L001,P00279,compensatory,2024-09-12,2024-09-19,6.4
P00279-L002,P00279,casual,2024-09-28,2024-10-02,4.4
P00279-L003,P00279,compensatory,2024-10-24,2024-10-30,5.6
P00279-L004,P00279,medical,2024-11-18,2024-11-26,7.7
P00279-L005,P00279,casual,2024-12-11,2024-12-13,2.1
P00279-L006,P00279,earned,2025-01-07,2025-01-17,9.5
P00279-L007,P00279,medical,2025-01-27,2025-02-01,5.2
P00279-L008,P00279,earned,2025-02-22,2025-03-04,10.4
P00279-L009,P00279,medical,2025-03-23,2025-03-28,5.7
P00279-L010,P00279,earned,2025-04-08,2025-04-14,5.6
P00279-L011,P00279,earned,2025-05-10,2025-05-14,4.0
P00279-L012,P00279,medical,2025-05-27,2025-06-03,7.5
P00279-L013,P00279,earned,2025-06-21,2025-06-26,4.6
P00279-L014,P00279,casual,2025-07-28,2025-08-01,4.1
P00279-L015,P00279,earned,2025-08-08,2025-08-22,13.6
P00279-L016,P00279,casual,2025-09-14,2025-09-19,5.0
P00279-L017,P00279,casual,2025-09-30,2025-10-03,3.6
P00279-L018,P00279,earned,2025-10-21,2025-10-27,6.0
P00279-L019,P00279,casual,2025-11-16,2025-11-21,5.0
P00279-L020,P00279,medical,2025-12-13,2025-12-18,4.9
P00279-L021,P00279,earned,2026-01-05,2026-01-08,3.5
P00279-L022,P00279,earned,2026-02-10,2026-02-13,3.5
P00279-L023,P00279,compensatory,2026-02-22,2026-03-01,7.7
P00279-L024,P00279,earned,2026-03-25,2026-03-31,6.1
P00279-L025,P00279,earned,2026-04-15,2026-04-16,1.2
P00279-L026,P00279,casual,2026-05-09,2026-05-13,4.0
P00279-L027,P00279,earned,2026-06-03,2026-06-08,5.0
P00279-L028,P00279,earned,2026-06-23,2026-07-02,8.8
P00279-L029,P00279,casual,2026-07-15,2026-07-21,5.6
P00279-L030,P00279,earned,2026-08-15,2026-08-19,4.3
P00280-L001,P00280,casual,2024-09-15,2024-09-23,7.5
P00280-L002,P00280,casual,2024-10-22,2024-10-31,9.1
P00280-L003,P00280,medical,2024-12-17,2024-12-24,7.4
P00280-L004,P00280,medical,2025-02-13,2025-02-18,5.6
P00280-L005,P00280,compensatory,2025-03-28,2025-04-02,4.8
P00280-L006,P00280,earned,2025-05-15,2025-05-22,7.1
P00280-L007,P00280,earned,2025-06-22,2025-06-25,2.2
P00280-L008,P00280,earned,2025-08-26,2025-08-30,4.3
P00280-L009,P00280,casual,2025-10-16,2025-10-26,10.5
P00280-L010,P00280,earned,2025-12-06,2025-12-17,10.7
P00280-L011,P00280,earned,2026-01-01,2026-01-12,11.3
P00280-L012,P00280,medical,2026-03-19,2026-03-31,12.2
P00280-L013,P00280,casual,2026-04-21,2026-04-24,3.1
P00280-L014,P00280,earned,2026-06-26,2026-07-02,6.0
P00280-L015,P00280,earned,2026-08-02,2026-08-06,4.2
P00281-L001,P00281,earned,2024-09-10,2024-09-15,5.5
P00281-L002,P00281,earned,2024-10-18,2024-10-24,5.5
P00281-L003,P00281,earned,2024-11-23,2024-12-03,10.0
P00281-L004,P00281,medical,2025-01-04,2025-01-10,5.8
P00281-L005,P00281,casual,2025-02-27,2025-03-08,8.8
P00281-L006,P00281,casual,2025-03-25,2025-04-09,14.9
P00281-L007,P00281,casual,2025-05-02,2025-05-12,9.8
P00281-L008,P00281,earned,2025-06-19,2025-06-30,11.6
P00281-L009,P00281,earned,2025-07-22,2025-07-26,4.1
P00281-L010,P00281,casual,2025-09-17,2025-09-30,13.6
P00281-L011,P00281,medical,2025-10-16,2025-10-18,1.6
P00281-L012,P00281,earned,2025-11-30,2025-12-10,9.8
P00281-L013,P00281,earned,2026-01-07,2026-01-15,8.2
P00281-L014,P00281,earned,2026-02-14,2026-02-18,4.4
P00281-L015,P00281,casual,2026-03-31,2026-04-07,6.6
P00281-L016,P00281,earned,2026-05-25,2026-06-08,13.7
P00281-L017,P00281,medical,2026-06-15,2026-06-24,8.8
P00281-L018,P00281,earned,2026-07-22,2026-08-08,17.0
P00282-L001,P00282,casual,2024-09-04,2024-09-10,5.6
P00282-L002,P00282,earned,2024-10-05,2024-10-12,7.7
P00282-L003,P00282,earned,2024-11-06,2024-11-10,3.8
P00282-L004,P00282,casual,2024-11-30,2024-12-12,11.6
P00282-L005,P00282,medical,2025-01-07,2025-01-12,4.7
P00282-L006,P00282,earned,2025-02-15,2025-02-20,4.1
P00282-L007,P00282,earned,2025-03-27,2025-03-31,4.1
P00282-L008,P00282,casual,2025-04-03,2025-04-05,2.1
P00282-L009,P00282,earned,2025-05-12,2025-05-18,6.5
P00282-L010,P00282,casual,2025-06-04,2025-06-09,5.4
P00282-L011,P00282,casual,2025-07-07,2025-07-14,7.2
P00282-L012,P00282,earned,2025-08-03,2025-08-12,9.1
P00282-L013,P00282,earned,2025-09-02,2025-09-06,3.5
P00282-L014,P00282,casual,2025-10-03,2025-10-05,1.9
P00282-L015,P00282,medical,2025-11-15,2025-11-27,11.9
P00282-L016,P00282,earned,2025-12-01,2025-12-17,16.2
P00282-L017,P00282,casual,2026-01-16,2026-01-20,3.9
P00282-L018,P00282,casual,2026-02-15,2026-02-21,6.1
P00282-L019,P00282,medical,2026-03-11,2026-03-15,3.8
P00282-L020,P00282,casual,2026-04-19,2026-04-24,5.3
P00282-L021,P00282,compensatory,2026-05-09,2026-05-14,4.7
P00282-L022,P00282,earned,2026-06-16,2026-06-22,5.4
P00282-L023,P00282,earned,2026-07-19,2026-07-24,4.6
P00282-L024,P00282,casual,2026-08-11,2026-08-19,8.3
P00283-L001,P00283,casual,2024-09-18,2024-09-29,10.9
P00283-L002,P00283,earned,2024-11-26,2024-12-07,10.5
P00283-L003,P00283,earned,2025-01-28,2025-02-05,7.6
P00283-L004,P00283,medical,2025-03-07,2025-03-13,5.6
P00283-L005,P00283,earned,2025-05-13,2025-05-20,6.8
P00283-L006,P00283,earned,2025-07-03,2025-07-27,23.6
P00283-L007,P00283,earned,2025-09-01,2025-09-20,19.2
P00283-L008,P00283,earned,2025-11-07,2025-11-25,17.5
P00283-L009,P00283,medical,2026-02-05,2026-02-08,3.3
P00283-L010,P00283,casual,2026-03-28,2026-04-16,18.8
P00283-L011,P00283,earned,2026-05-15,2026-05-22,6.6
P00283-L012,P00283,earned,2026-07-12,2026-07-17,4.9
P00284-L001,P00284,compensatory,2024-09-07,2024-09-15,8.7
P00284-L002,P00284,casual,2024-10-05,2024-10-10,4.9
P00284-L003,P00284,earned,2024-11-03,2024-11-12,9.6
P00284-L004,P00284,medical,2024-12-14,2024-12-19,5.4
P00284-L005,P00284,medical,2025-01-12,2025-01-20,8.1
P00284-L006,P00284,casual,2025-02-26,2025-03-07,9.0
P00284-L007,P00284,earned,2025-03-13,2025-03-22,8.8
P00284-L008,P00284,casual,2025-04-24,2025-05-03,8.6
P00284-L009,P00284,compensatory,2025-05-24,2025-06-03,9.7
P00284-L010,P00284,casual,2025-06-19,2025-07-01,11.4
P00284-L011,P00284,casual,2025-07-18,2025-07-26,8.0
P00284-L012,P00284,casual,2025-08-16,2025-08-22,5.8
P00284-L013,P00284,earned,2025-09-30,2025-10-07,7.7
P00284-L014,P00284,earned,2025-10-28,2025-11-08,11.4
P00284-L015,P00284,medical,2025-11-23,2025-12-02,9.7
P00284-L016,P00284,compensatory,2025-12-21,2025-12-29,7.5
P00284-L017,P00284,earned,2026-01-27,2026-02-03,6.7
P00284-L018,P00284,earned,2026-02-27,2026-03-08,9.0
P00284-L019,P00284,earned,2026-03-28,2026-04-03,5.4
P00284-L020,P00284,compensatory,2026-05-05,2026-05-12,6.9
P00284-L021,P00284,earned,2026-06-10,2026-06-23,13.0
P00284-L022,P00284,medical,2026-07-04,2026-07-14,10.1
P00284-L023,P00284,earned,2026-08-03,2026-08-18,14.5
P00285-L001,P00285,casual,2024-09-09,2024-09-16,7.8
P00285-L002,P00285,earned,2024-11-18,2024-11-24,6.1
P00285-L003,P00285,medical,2025-01-02,2025-01-11,8.8
P00285-L004,P00285,medical,2025-04-06,2025-04-15,9.1
P00285-L005,P00285,casual,2025-05-30,2025-06-04,5.3
P00285-L006,P00285,medical,2025-08-08,2025-08-27,18.8
P00285-L007,P00285,casual,2025-09-05,2025-09-13,8.0
P00285-L008,P00285,casual,2025-12-11,2025-12-18,6.7
P00285-L009,P00285,casual,2026-02-04,2026-02-14,9.3
P00285-L010,P00285,earned,2026-03-13,2026-03-29,15.3
P00285-L011,P00285,casual,2026-06-08,2026-06-19,10.3
P00285-L012,P00285,casual,2026-08-11,2026-08-24,12.7
P00286-L001,P00286,earned,2024-09-20,2024-09-30,10.4
P00286-L002,P00286,earned,2024-11-02,2024-11-08,5.8
P00286-L003,P00286,earned,2025-02-03,2025-02-08,5.1
P00286-L004,P00286,medical,2025-03-04,2025-03-11,6.8
P00286-L005,P00286,casual,2025-05-15,2025-05-23,7.9
P00286-L006,P00286,medical,2025-06-19,2025-06-28,9.2
P00286-L007,P00286,casual,2025-08-16,2025-08-25,8.9
P00286-L008,P00286,earned,2025-10-14,2025-10-26,11.5
P00286-L009,P00286,earned,2025-12-04,2025-12-13,9.6
P00286-L010,P00286,earned,2026-01-29,2026-02-05,6.7
P00286-L011,P00286,casual,2026-04-06,2026-04-17,10.2
P00286-L012,P00286,casual,2026-06-02,2026-06-10,8.4
P00286-L013,P00286,casual,2026-07-09,2026-07-28,19.1
P00287-L001,P00287,casual,2024-09-07,2024-09-14,7.1
P00287-L002,P00287,casual,2024-10-19,2024-10-26,6.5
P00287-L003,P00287,casual,2024-12-01,2024-12-12,11.7
P00287-L004,P00287,casual,2025-01-25,2025-02-08,13.8
P00287-L005,P00287,earned,2025-03-11,2025-03-14,3.0
P00287-L006,P00287,casual,2025-04-07,2025-04-21,13.9
P00287-L007,P00287,casual,2025-05-24,2025-05-28,3.8
P00287-L008,P00287,earned,2025-07-05,2025-07-16,10.4
P00287-L009,P00287,casual,2025-08-18,2025-09-14,26.7
P00287-L010,P00287,casual,2025-09-23,2025-10-04,10.9
P00287-L011,P00287,casual,2025-11-12,2025-11-14,1.9
P00287-L012,P00287,casual,2025-12-20,2025-12-30,9.5
P00287-L013,P00287,earned,2026-02-03,2026-02-19,15.4
P00287-L014,P00287,compensatory,2026-03-19,2026-03-30,11.6
P00287-L015,P00287,casual,2026-05-09,2026-05-14,5.2
P00287-L016,P00287,casual,2026-06-16,2026-06-26,10.2
P00287-L017,P00287,casual,2026-08-08,2026-08-17,8.9
P00288-L001,P00288,casual,2024-09-06,2024-09-13,7.0
P00288-L002,P00288,earned,2024-10-05,2024-10-07,1.7
P00288-L003,P00288,earned,2024-10-30,2024-11-10,11.4
P00288-L004,P00288,casual,2024-11-25,2024-11-28,3.1
P00288-L005,P00288,casual,2024-12-28,2025-01-03,6.2
P00288-L006,P00288,medical,2025-01-18,2025-01-24,5.4
P00288-L007,P00288,medical,2025-02-05,2025-02-13,7.8
P00288-L008,P00288,casual,2025-03-02,2025-03-06,4.1
P00288-L009,P00288,earned,2025-03-29,2025-04-03,5.0
P00288-L010,P00288,earned,2025-04-24,2025-04-29,5.1
P00288-L011,P00288,casual,2025-05-31,2025-06-02,2.1
P00288-L012,P00288,earned,2025-06-22,2025-06-27,4.8
P00288-L013,P00288,earned,2025-07-21,2025-07-28,7.2
P00288-L014,P00288,earned,2025-08-15,2025-08-28,13.0
P00288-L015,P00288,earned,2025-09-05,2025-09-16,10.7
P00288-L016,P00288,earned,2025-09-27,2025-10-03,5.8
P00288-L017,P00288,casual,2025-10-25,2025-10-28,3.4
P00288-L018,P00288,earned,2025-11-30,2025-12-04,3.7
P00288-L019,P00288,casual,2025-12-27,2026-01-01,4.8
P00288-L020,P00288,casual,2026-01-17,2026-01-21,4.8
P00288-L021,P00288,casual,2026-02-10,2026-02-12,2.2
P00288-L022,P00288,casual,2026-03-12,2026-03-17,4.8
P00288-L023,P00288,casual,2026-04-05,2026-04-17,11.4
P00288-L024,P00288,earned,2026-04-24,2026-05-03,8.7
P00288-L025,P00288,earned,2026-05-22,2026-05-24,1.6
P00288-L026,P00288,earned,2026-06-15,2026-06-21,6.3
P00288-L027,P00288,compensatory,2026-07-24,2026-07-30,6.6
P00288-L028,P00288,casual,2026-08-08,2026-08-14,6.1
P00289-L001,P00289,earned,2024-09-04,2024-09-14,9.9
P00289-L002,P00289,earned,2024-11-06,2024-11-22,16.9
P00289-L003,P00289,medical,2024-12-04,2024-12-16,11.2
P00289-L004,P00289,medical,2025-01-20,2025-02-06,17.0
P00289-L005,P00289,earned,2025-03-03,2025-03-06,3.3
P00289-L006,P00289,casual,2025-05-08,2025-05-14,5.5
P00289-L007,P00289,earned,2025-06-05,2025-06-17,12.1
P00289-L008,P00289,medical,2025-07-28,2025-08-05,8.1
P00289-L009,P00289,earned,2025-09-13,2025-09-23,10.4
P00289-L010,P00289,compensatory,2025-10-27,2025-11-07,10.3
P00289-L011,P00289,casual,2025-12-15,2025-12-19,4.4
P00289-L012,P00289,casual,2026-02-09,2026-02-16,7.0
P00289-L013,P00289,earned,2026-03-05,2026-03-10,5.2
P00289-L014,P00289,earned,2026-04-27,2026-05-06,9.4
P00289-L015,P00289,earned,2026-06-09,2026-06-16,7.5
P00289-L016,P00289,earned,2026-07-26,2026-08-08,12.7
P00290-L001,P00290,earned,2024-09-01,2024-09-10,9.3
P00290-L002,P00290,earned,2024-09-26,2024-10-04,9.0
P00290-L003,P00290,compensatory,2024-10-28,2024-11-07,9.8
P00290-L004,P00290,earned,2024-11-18,2024-11-24,6.1
P00290-L005,P00290,earned,2024-12-15,2024-12-26,10.2
P00290-L006,P00290,casual,2025-01-10,2025-01-13,2.4
P00290-L007,P00290,earned,2025-02-04,2025-02-12,7.7
P00290-L008,P00290,medical,2025-03-06,2025-03-15,9.1
P00290-L009,P00290,earned,2025-03-21,2025-03-23,1.9
P00290-L010,P00290,medical,2025-04-17,2025-04-20,2.9
P00290-L011,P00290,casual,2025-05-11,2025-05-17,6.2
P00290-L012,P00290,casual,2025-06-04,2025-06-09,4.5
P00290-L013,P00290,medical,2025-07-09,2025-07-12,3.2
P00290-L014,P00290,earned,2025-07-25,2025-07-26,1.0
P00290-L015,P00290,earned,2025-08-22,2025-08-26,3.8
P00290-L016,P00290,earned,2025-09-16,2025-09-23,6.9
P00290-L017,P00290,earned,2025-10-15,2025-10-22,7.1
P00290-L018,P00290,earned,2025-11-03,2025-11-04,1.1
P00290-L019,P00290,earned,2025-12-01,2025-12-06,5.1
P00290-L020,P00290,casual,2025-12-29,2026-01-03,4.4
P00290-L021,P00290,earned,2026-01-27,2026-02-02,6.2
P00290-L022,P00290,earned,2026-02-15,2026-02-21,6.1
P00290-L023,P00290,earned,2026-03-08,2026-03-12,4.0
P00290-L024,P00290,medical,2026-04-03,2026-04-11,8.1
P00290-L025,P00290,earned,2026-04-30,2026-05-08,8.2
P00290-L026,P00290,earned,2026-05-29,2026-06-04,5.3
P00290-L027,P00290,compensatory,2026-06-21,2026-06-24,3.0
P00290-L028,P00290,earned,2026-07-13,2026-07-23,10.8
P00290-L029,P00290,casual,2026-08-11,2026-08-16,5.7
P00291-L001,P00291,earned,2024-09-03,2024-09-10,6.7
P00291-L002,P00291,earned,2024-10-24,2024-11-06,13.2
P00291-L003,P00291,casual,2024-12-27,2025-01-10,13.6
P00291-L004,P00291,earned,2025-02-20,2025-03-06,14.8
P00291-L005,P00291,earned,2025-03-31,2025-04-16,15.4
P00291-L006,P00291,casual,2025-05-30,2025-06-07,8.6
P00291-L007,P00291,medical,2025-08-02,2025-08-09,6.5
P00291-L008,P00291,compensatory,2025-09-26,2025-10-12,16.0
P00291-L009,P00291,medical,2025-11-03,2025-11-21,17.3
P00291-L010,P00291,earned,2026-01-09,2026-01-15,5.2
P00291-L011,P00291,earned,2026-02-09,2026-02-22,12.3
P00291-L012,P00291,earned,2026-05-11,2026-05-16,4.8
P00291-L013,P00291,casual,2026-06-21,2026-06-23,2.5
P00291-L014,P00291,earned,2026-08-11,2026-08-20,8.5
P00292-L001,P00292,medical,2024-08-31,2024-09-11,10.6
P00292-L002,P00292,casual,2024-10-10,2024-10-14,3.7
P00292-L003,P00292,earned,2024-11-13,2024-11-15,1.7
P00292-L004,P00292,casual,2024-12-05,2024-12-10,5.1
P00292-L005,P00292,earned,2024-12-31,2025-01-13,12.6
P00292-L006,P00292,earned,2025-02-07,2025-02-15,8.8
P00292-L007,P00292,earned,2025-03-05,2025-03-11,5.8
P00292-L008,P00292,casual,2025-04-01,2025-04-02,1.5
P00292-L009,P00292,earned,2025-05-07,2025-05-13,5.6
P00292-L010,P00292,medical,2025-05-26,2025-06-05,10.1
P00292-L011,P00292,earned,2025-06-30,2025-07-04,4.6
P00292-L012,P00292,casual,2025-07-19,2025-07-31,11.4
P00292-L013,P00292,earned,2025-08-20,2025-08-24,3.7
P00292-L014,P00292,casual,2025-09-18,2025-09-24,5.6
P00292-L015,P00292,earned,2025-10-17,2025-10-26,8.8
P00292-L016,P00292,casual,2025-11-18,2025-11-27,9.0
P00292-L017,P00292,earned,2025-12-21,2025-12-30,9.2
P00292-L018,P00292,casual,2026-01-20,2026-01-31,11.7
P00292-L019,P00292,casual,2026-02-10,2026-02-14,4.4
P00292-L020,P00292,earned,2026-03-17,2026-04-01,14.3
P00292-L021,P00292,compensatory,2026-04-23,2026-05-05,12.1
P00292-L022,P00292,casual,2026-05-21,2026-05-25,4.2
P00292-L023,P00292,earned,2026-06-12,2026-06-18,6.6
P00292-L024,P00292,earned,2026-07-06,2026-07-10,4.0
P00292-L025,P00292,earned,2026-08-18,2026-08-26,7.9
P00293-L001,P00293,earned,2024-09-09,2024-09-23,14.0
P00293-L002,P00293,earned,2024-10-09,2024-10-14,5.5
P00293-L003,P00293,casual,2024-11-16,2024-11-22,5.8
P00293-L004,P00293,casual,2024-12-23,2024-12-27,4.6
P00293-L005,P00293,casual,2025-01-20,2025-01-25,5.3
P00293-L006,P00293,earned,2025-03-02,2025-03-09,6.2
P00293-L007,P00293,casual,2025-03-29,2025-04-04,6.1
P00293-L008,P00293,casual,2025-05-02,2025-05-10,7.9
P00293-L009,P00293,earned,2025-06-06,2025-06-23,17.4
P00293-L010,P00293,earned,2025-07-26,2025-08-05,10.3
P00293-L011,P00293,medical,2025-08-17,2025-08-24,6.7
P00293-L012,P00293,compensatory,2025-10-01,2025-10-12,11.0
P00293-L013,P00293,earned,2025-11-02,2025-11-14,12.2
