training_id,personnel_id,course_name,start_date,end_date,training_hours
P00225-TR01,P00225,Crowd Management,2026-04-24,2026-04-28,29.8
P00225-TR02,P00225,Counter-IED Awareness,2026-06-18,2026-06-22,29.1
P00225-TR03,P00225,Physical Efficiency Test Preparation,2026-06-01,2026-06-04,21.4
P00225-TR04,P00225,Communications and Signals,2025-12-09,2025-12-11,13.6
P00225-TR05,P00225,Crowd Management,2026-07-27,2026-07-30,22.4
P00225-TR06,P00225,Crowd Management,2026-05-26,2026-05-29,25.9
P00225-TR07,P00225,Jungle Warfare Refresher,2025-03-05,2025-03-07,12.3
P00226-TR01,P00226,Weapons Refresher,2026-01-02,2026-01-03,10.7
P00226-TR02,P00226,Jungle Warfare Refresher,2025-04-10,2025-04-12,22.8
P00226-TR03,P00226,Crowd Management,2026-05-31,2026-06-07,60.0
P00226-TR04,P00226,Stress Management Workshop,2025-09-30,2025-10-01,6.2
P00226-TR05,P00226,Communications and Signals,2025-12-04,2025-12-08,29.9
P00226-TR06,P00226,Stress Management Workshop,2024-12-22,2024-12-24,23.3
P00226-TR07,P00226,Physical Efficiency Test Preparation,2026-07-30,2026-08-03,32.7
P00226-TR08,P00226,Crowd Management,2026-07-09,2026-07-11,15.0
P00227-TR01,P00227,Physical Efficiency Test Preparation,2026-03-09,2026-03-11,11.3
P00227-TR02,P00227,Crowd Management,2025-09-12,2025-09-13,12.7
P00227-TR03,P00227,Jungle Warfare Refresher,2025-04-05,2025-04-13,60.0
P00227-TR04,P00227,Jungle Warfare Refresher,2025-04-15,2025-04-17,19.5
P00227-TR05,P00227,Stress Management Workshop,2024-10-03,2024-10-05,11.8
P00227-TR06,P00227,Physical Efficiency Test Preparation,2025-02-02,2025-02-07,37.6
P00227-TR07,P00227,Counter-IED Awareness,2026-02-25,2026-02-27,16.9
P00227-TR08,P00227,Physical Efficiency Test Preparation,2026-07-04,2026-07-07,22.8
P00227-TR09,P00227,First Response and Trauma Care,2024-10-19,2024-10-20,5.9
P00227-TR10,P00227,Physical Efficiency Test Preparation,2025-01-19,2025-01-20,9.0
P00227-TR11,P00227,Counter-IED Awareness,2026-07-07,2026-07-11,33.6
P00227-TR12,P00227,Counter-IED Awareness,2025-10-27,2025-10-28,10.0
P00228-TR01,P00228,Physical Efficiency Test Preparation,2025-07-13,2025-07-18,36.1
P00228-TR02,P00228,First Response and Trauma Care,2026-06-08,2026-06-10,16.6
P00228-TR03,P00228,Crowd Management,2024-10-13,2024-10-17,29.2
P00228-TR04,P00228,Weapons Refresher,2025-06-08,2025-06-09,9.8
P00228-TR05,P00228,Weapons Refresher,2025-09-25,2025-09-27,14.6
P00228-TR06,P00228,Jungle Warfare Refresher,2026-08-13,2026-08-14,12.4
P00228-TR07,P00228,First Response and Trauma Care,2025-12-15,2025-12-17,13.3
P00228-TR08,P00228,Crowd Management,2025-11-23,2025-11-26,23.6
P00228-TR09,P00228,Stress Management Workshop,2025-12-31,2026-01-02,12.0
P00228-TR10,P00228,Counter-IED Awareness,2025-03-06,2025-03-09,27.5
P00228-TR11,P00228,Jungle Warfare Refresher,2025-03-07,2025-03-11,33.1
P00228-TR12,P00228,Crowd Management,2025-04-06,2025-04-09,24.5
P00228-TR13,P00228,Jungle Warfare Refresher,2025-07-30,2025-07-31,5.3
P00228-TR14,P00228,Stress Management Workshop,2025-08-21,2025-08-22,6.9
P00228-TR15,P00228,Stress Management Workshop,2025-10-06,2025-10-07,4.1
P00229-TR01,P00229,Communications and Signals,2025-07-11,2025-07-15,31.0
P00229-TR02,P00229,Counter-IED Awareness,2025-12-05,2025-12-09,31.4
P00229-TR03,P00229,Weapons Refresher,2026-04-21,2026-04-22,6.7
P00229-TR04,P00229,Jungle Warfare Refresher,2025-11-24,2025-11-26,12.9
P00229-TR05,P00229,Crowd Management,2025-10-24,2025-10-26,14.5
P00229-TR06,P00229,Jungle Warfare Refresher,2024-12-25,2024-12-26,9.4
P00229-TR07,P00229,Weapons Refresher,2025-04-27,2025-04-29,13.7
P00229-TR08,P00229,Counter-IED Awareness,2026-05-12,2026-05-14,12.7
P00229-TR09,P00229,Crowd Management,2025-12-29,2026-01-04,46.2
P00229-TR10,P00229,Jungle Warfare Refresher,2025-02-25,2025-02-28,24.9
P00229-TR11,P00229,First Response and Trauma Care,2026-04-24,2026-04-25,10.7
P00229-TR12,P00229,Communications and Signals,2026-04-22,2026-04-23,8.6
P00230-TR01,P00230,Counter-IED Awareness,2025-10-31,2025-11-01,9.5
P00230-TR02,P00230,Stress Management Workshop,2024-12-16,2024-12-20,34.6
P00230-TR03,P00230,Crowd Management,2025-07-27,2025-07-29,15.3
P00230-TR04,P00230,First Response and Trauma Care,2025-06-11,2025-06-12,4.0
P00230-TR05,P00230,Jungle Warfare Refresher,2024-10-24,2024-10-26,19.1
P00230-TR06,P00230,Jungle Warfare Refresher,2025-11-29,2025-12-03,32.4
P00230-TR07,P00230,Counter-IED Awareness,2026-01-29,2026-02-01,25.4
P00230-TR08,P00230,Jungle Warfare Refresher,2025-03-30,2025-04-02,23.7
P00230-TR09,P00230,Communications and Signals,2024-12-02,2024-12-05,22.3
P00230-TR10,P00230,Weapons Refresher,2025-11-12,2025-11-13,6.1
P00230-TR11,P00230,Stress Management Workshop,2025-09-28,2025-09-30,17.7
P00231-TR01,P00231,Stress Management Workshop,2026-01-09,2026-01-16,60.0
P00231-TR02,P00231,Physical Efficiency Test Preparation,2026-04-30,2026-05-05,35.6
P00231-TR03,P00231,First Response and Trauma Care,2026-04-15,2026-04-22,60.0
P00231-TR04,P00231,Jungle Warfare Refresher,2025-04-23,2025-04-26,26.5
P00232-TR01,P00232,First Response and Trauma Care,2025-01-06,2025-01-12,48.4
P00232-TR02,P00232,Stress Management Workshop,2026-04-03,2026-04-04,7.5
P00232-TR03,P00232,Stress Management Workshop,2025-08-07,2025-08-09,20.4
P00232-TR04,P00232,Stress Management Workshop,2024-10-27,2024-10-29,14.1
P00232-TR05,P00232,Crowd Management,2025-08-02,2025-08-10,60.0
P00232-TR06,P00232,Counter-IED Awareness,2026-08-14,2026-08-21,52.3
P00232-TR07,P00232,First Response and Trauma Care,2024-10-01,2024-10-03,16.7
P00232-TR08,P00232,Physical Efficiency Test Preparation,2024-09-23,2024-09-27,35.7
P00233-TR01,P00233,Communications and Signals,2024-10-20,2024-10-23,20.1
P00233-TR02,P00233,Physical Efficiency Test Preparation,2025-01-15,2025-01-18,17.2
P00233-TR03,P00233,Weapons Refresher,2025-09-16,2025-09-23,53.2
P00233-TR04,P00233,Communications and Signals,2024-12-14,2024-12-16,16.3
P00233-TR05,P00233,Communications and Signals,2025-05-19,2025-05-26,51.9
P00233-TR06,P00233,Jungle Warfare Refresher,2024-11-29,2024-12-01,19.8
P00234-TR01,P00234,Communications and Signals,2025-06-19,2025-06-21,16.2
P00234-TR02,P00234,First Response and Trauma Care,2025-03-29,2025-03-30,10.8
P00234-TR03,P00234,Weapons Refresher,2026-08-16,2026-08-19,22.8
P00234-TR04,P00234,Physical Efficiency Test Preparation,2025-09-11,2025-09-13,17.3
P00234-TR05,P00234,Jungle Warfare Refresher,2025-04-04,2025-04-07,23.5
P00234-TR06,P00234,Communications and Signals,2026-01-15,2026-01-19,30.7
P00235-TR01,P00235,First Response and Trauma Care,2026-01-13,2026-01-18,39.2
P00235-TR02,P00235,Stress Management Workshop,2025-06-10,2025-06-12,21.7
P00235-TR03,P00235,Crowd Management,2024-10-07,2024-10-12,38.1
P00235-TR04,P00235,First Response and Trauma Care,2025-04-06,2025-04-10,34.8
P00236-TR01,P00236,Stress Management Workshop,2025-10-30,2025-11-01,12.9
P00236-TR02,P00236,Crowd Management,2025-10-05,2025-10-07,18.0
P00236-TR03,P00236,Stress Management Workshop,2026-01-29,2026-01-31,15.3
P00236-TR04,P00236,Counter-IED Awareness,2025-10-20,2025-10-26,45.9
P00236-TR05,P00236,First Response and Trauma Care,2025-12-07,2025-12-10,20.3
P00236-TR06,P00236,Counter-IED Awareness,2026-02-18,2026-02-23,37.4
P00236-TR07,P00236,Weapons Refresher,2025-11-11,2025-11-13,14.8
P00236-TR08,P00236,First Response and Trauma Care,2025-01-24,2025-01-26,16.9
P00236-TR09,P00236,Jungle Warfare Refresher,2026-01-12,2026-01-15,24.2
P00236-TR10,P00236,Jungle Warfare Refresher,2025-01-24,2025-01-26,16.1
P00236-TR11,P00236,Physical Efficiency Test Preparation,2025-09-11,2025-09-14,22.9
P00236-TR12,P00236,Crowd Management,2025-06-17,2025-06-19,17.8
P00236-TR13,P00236,Counter-IED Awareness,2026-07-19,2026-07-24,39.4
P00236-TR14,P00236,Crowd Management,2026-07-08,2026-07-10,10.7
P00236-TR15,P00236,Crowd Management,2025-03-06,2025-03-10,33.9
P00236-TR16,P00236,Crowd Management,2025-04-09,2025-04-10,10.7
P00236-TR17,P00236,Communications and Signals,2025-01-13,2025-01-14,9.9
P00237-TR01,P00237,Jungle Warfare Refresher,2025-08-29,2025-09-01,28.7
P00237-TR02,P00237,First Response and Trauma Care,2025-04-30,2025-05-02,9.0
P00237-TR03,P00237,Crowd Management,2024-10-24,2024-10-26,14.0
P00237-TR04,P00237,Jungle Warfare Refresher,2025-12-28,2025-12-30,15.4
P00237-TR05,P00237,Jungle Warfare Refresher,2026-02-26,2026-03-06,60.0
P00237-TR06,P00237,Stress Management Workshop,2025-02-26,2025-02-28,20.2
P00237-TR07,P00237,Counter-IED Awareness,2024-09-07,2024-09-08,8.3
P00237-TR08,P00237,First Response and Trauma Care,2026-05-21,2026-05-25,36.0
P00237-TR09,P00237,Weapons Refresher,2026-06-20,2026-06-23,22.0
P00237-TR10,P00237,Physical Efficiency Test Preparation,2025-03-11,2025-03-14,24.6
P00237-TR11,P00237,Communications and Signals,2024-12-30,2024-12-31,12.4
P00238-TR01,P00238,Crowd Management,2026-07-09,2026-07-10,13.7
P00238-TR02,P00238,Stress Management Workshop,2026-06-20,2026-06-22,20.2
P00238-TR03,P00238,Counter-IED Awareness,2024-09-19,2024-09-20,6.9
P00238-TR04,P00238,Counter-IED Awareness,2026-04-06,2026-04-13,60.0
P00238-TR05,P00238,Stress Management Workshop,2025-05-09,2025-05-10,11.5
P00238-TR06,P00238,Counter-IED Awareness,2024-10-15,2024-10-20,34.8
P00238-TR07,P00238,Crowd Management,2024-10-28,2024-10-29,10.0
P00238-TR08,P00238,Communications and Signals,2025-01-02,2025-01-05,23.3
P00238-TR09,P00238,Crowd Management,2024-11-26,2024-11-28,10.7
P00238-TR10,P00238,Stress Management Workshop,2025-06-16,2025-06-17,6.5
P00239-TR01,P00239,Counter-IED Awareness,2025-06-29,2025-06-30,7.7
P00239-TR02,P00239,Weapons Refresher,2026-03-06,2026-03-13,49.0
P00239-TR03,P00239,First Response and Trauma Care,2026-03-13,2026-03-15,18.6
P00239-TR04,P00239,First Response and Trauma Care,2025-07-27,2025-08-04,60.0
P00239-TR05,P00239,Jungle Warfare Refresher,2024-10-16,2024-10-17,11.8
P00239-TR06,P00239,Stress Management Workshop,2026-07-04,2026-07-07,18.0
P00239-TR07,P00239,Stress Management Workshop,2025-02-27,2025-03-02,27.1
P00239-TR08,P00239,Crowd Management,2025-11-15,2025-11-21,49.0
P00240-TR01,P00240,First Response and Trauma Care,2025-10-02,2025-10-07,35.5
P00240-TR02,P00240,Jungle Warfare Refresher,2024-10-19,2024-10-23,30.7
P00240-TR03,P00240,Crowd Management,2025-07-05,2025-07-08,24.2
P00240-TR04,P00240,Jungle Warfare Refresher,2025-03-11,2025-03-12,10.0
P00240-TR05,P00240,First Response and Trauma Care,2025-10-01,2025-10-02,4.0
P00240-TR06,P00240,Counter-IED Awareness,2026-06-27,2026-06-29,9.7
P00240-TR07,P00240,First Response and Trauma Care,2026-01-02,2026-01-03,9.4
P00240-TR08,P00240,Crowd Management,2026-02-11,2026-02-12,11.8
P00240-TR09,P00240,Jungle Warfare Refresher,2025-12-13,2025-12-16,30.0
P00240-TR10,P00240,Crowd Management,2026-02-09,2026-02-12,18.8
P00240-TR11,P00240,Communications and Signals,2025-07-09,2025-07-11,12.5
P00240-TR12,P00240,Communications and Signals,2025-04-03,2025-04-05,14.9
P00241-TR01,P00241,Jungle Warfare Refresher,2024-12-24,2024-12-28,37.6
P00241-TR02,P00241,First Response and Trauma Care,2024-11-02,2024-11-05,26.6
P00241-TR03,P00241,First Response and Trauma Care,2025-12-26,2025-12-28,19.5
P00241-TR04,P00241,Communications and Signals,2025-11-30,2025-12-06,44.8
P00241-TR05,P00241,Crowd Management,2025-09-26,2025-09-29,21.8
P00241-TR06,P00241,Counter-IED Awareness,2026-02-06,2026-02-07,12.6
P00241-TR07,P00241,Crowd Management,2024-12-08,2024-12-10,12.4
P00241-TR08,P00241,First Response and Trauma Care,2026-08-21,2026-08-23,14.8
P00241-TR09,P00241,Stress Management Workshop,2025-03-11,2025-03-12,12.6
P00241-TR10,P00241,Counter-IED Awareness,2024-10-01,2024-10-03,15.0
P00241-TR11,P00241,Counter-IED Awareness,2026-05-05,2026-05-09,35.9
P00241-TR12,P00241,Physical Efficiency Test Preparation,2025-06-21,2025-06-26,36.4
P00241-TR13,P00241,Stress Management Workshop,2025-09-13,2025-09-16,21.8
P00241-TR14,P00241,First Response and Trauma Care,2025-10-02,2025-10-03,7.3
P00242-TR01,P00242,Weapons Refresher,2026-06-27,2026-06-29,15.5
P00242-TR02,P00242,Communications and Signals,2024-12-23,2024-12-26,21.3
P00242-TR03,P00242,Stress Management Workshop,2024-09-17,2024-09-20,27.1
P00242-TR04,P00242,Stress Management Workshop,2025-04-28,2025-04-29,4.0
P00242-TR05,P00242,Communications and Signals,2025-10-09,2025-10-11,13.7
P00242-TR06,P00242,Stress Management Workshop,2024-10-16,2024-10-20,31.0
P00242-TR07,P00242,Crowd Management,2025-03-25,2025-03-27,16.7
P00242-TR08,P00242,First Response and Trauma Care,2026-06-07,2026-06-09,13.8
P00242-TR09,P00242,Physical Efficiency Test Preparation,2026-04-08,2026-04-09,10.8
P00242-TR10,P00242,Counter-IED Awareness,2025-01-23,2025-01-28,34.2
P00242-TR11,P00242,Physical Efficiency Test Preparation,2026-03-23,2026-03-27,36.1
P00242-TR12,P00242,Jungle Warfare Refresher,2024-09-30,2024-10-01,8.8
P00242-TR13,P00242,Communications and Signals,2026-06-08,2026-06-09,15.1
P00242-TR14,P00242,Crowd Management,2026-04-14,2026-04-16,17.4
P00242-TR15,P00242,Counter-IED Awareness,2025-03-17,2025-03-23,51.9
P00242-TR16,P00242,Counter-IED Awareness,2026-01-09,2026-01-14,41.0
P00242-TR17,P00242,Jungle Warfare Refresher,2025-02-14,2025-02-17,17.8
P00243-TR01,P00243,First Response and Trauma Care,2025-11-19,2025-11-22,27.7
P00243-TR02,P00243,First Response and Trauma Care,2026-03-28,2026-03-30,14.1
P00243-TR03,P00243,Jungle Warfare Refresher,2026-08-24,2026-08-25,12.8
P00243-TR04,P00243,Communications and Signals,2024-11-12,2024-11-14,22.2
P00243-TR05,P00243,Communications and Signals,2026-07-15,2026-07-17,18.8
P00243-TR06,P00243,Stress Management Workshop,2025-04-09,2025-04-15,47.4
P00243-TR07,P00243,Jungle Warfare Refresher,2026-07-20,2026-07-26,50.9
P00243-TR08,P00243,Crowd Management,2024-09-09,2024-09-15,45.9
P00243-TR09,P00243,Weapons Refresher,2024-10-01,2024-10-04,23.0
P00244-TR01,P00244,Physical Efficiency Test Preparation,2025-04-01,2025-04-05,34.8
P00244-TR02,P00244,Crowd Management,2025-05-22,2025-05-27,37.9
P00244-TR03,P00244,Crowd Management,2026-04-20,2026-04-24,33.7
P00244-TR04,P00244,Counter-IED Awareness,2024-11-02,2024-11-05,20.5
P00244-TR05,P00244,Physical Efficiency Test Preparation,2024-12-11,2024-12-13,17.6
P00244-TR06,P00244,First Response and Trauma Care,2025-04-03,2025-04-07,34.6
P00244-TR07,P00244,Stress Management Workshop,2026-06-29,2026-07-03,29.8
P00244-TR08,P00244,First Response and Trauma Care,2025-05-25,2025-05-26,8.6
P00244-TR09,P00244,Weapons Refresher,2025-03-18,2025-03-19,6.3
P00245-TR01,P00245,Stress Management Workshop,2025-04-13,2025-04-15,17.2
P00245-TR02,P00245,Jungle Warfare Refresher,2024-09-07,2024-09-08,6.5
P00245-TR03,P00245,Crowd Management,2026-05-28,2026-06-01,25.1
P00245-TR04,P00245,First Response and Trauma Care,2024-12-30,2025-01-02,21.1
P00245-TR05,P00245,Weapons Refresher,2024-12-14,2024-12-21,55.4
P00245-TR06,P00245,First Response and Trauma Care,2026-03-01,2026-03-03,17.3
P00245-TR07,P00245,Jungle Warfare Refresher,2025-12-09,2025-12-10,9.3
P00246-TR01,P00246,Stress Management Workshop,2025-09-28,2025-09-30,15.1
P00246-TR02,P00246,Jungle Warfare Refresher,2025-05-27,2025-06-01,37.3
P00246-TR03,P00246,Physical Efficiency Test Preparation,2026-04-27,2026-04-29,13.4
P00246-TR04,P00246,Communications and Signals,2024-10-16,2024-10-18,14.4
P00246-TR05,P00246,Jungle Warfare Refresher,2026-04-09,2026-04-11,17.8
P00246-TR06,P00246,Stress Management Workshop,2026-03-15,2026-03-17,17.7
P00246-TR07,P00246,Weapons Refresher,2025-01-13,2025-01-17,31.2
P00246-TR08,P00246,Weapons Refresher,2026-05-20,2026-05-26,47.1
P00246-TR09,P00246,Counter-IED Awareness,2025-03-31,2025-04-01,10.4
P00246-TR10,P00246,First Response and Trauma Care,2026-02-05,2026-02-11,53.4
P00246-TR11,P00246,Stress Management Workshop,2024-11-03,2024-11-04,6.2
P00247-TR01,P00247,First Response and Trauma Care,2025-12-27,2025-12-31,34.0
P00247-TR02,P00247,Crowd Management,2024-09-21,2024-09-24,25.6
P00247-TR03,P00247,First Response and Trauma Care,2025-11-18,2025-11-22,34.4
P00247-TR04,P00247,Counter-IED Awareness,2025-02-19,2025-02-21,16.2
P00247-TR05,P00247,Crowd Management,2025-03-06,2025-03-08,15.2
P00247-TR06,P00247,Jungle Warfare Refresher,2026-01-07,2026-01-13,50.5
P00247-TR07,P00247,Crowd Management,2025-06-11,2025-06-12,8.9
P00247-TR08,P00247,First Response and Trauma Care,2025-11-29,2025-12-01,15.0
P00247-TR09,P00247,Stress Management Workshop,2025-08-13,2025-08-16,19.7
P00247-TR10,P00247,First Response and Trauma Care,2024-12-28,2024-12-31,21.8
P00247-TR11,P00247,First Response and Trauma Care,2025-07-14,2025-07-20,46.3
P00247-TR12,P00247,Crowd Management,2025-07-24,2025-07-25,13.4
P00247-TR13,P00247,Weapons Refresher,2025-02-24,2025-03-02,43.4
P00247-TR14,P00247,First Response and Trauma Care,2025-12-24,2025-12-25,10.4
P00247-TR15,P00247,Jungle Warfare Refresher,2024-11-26,2024-11-29,27.0
P00247-TR16,P00247,Crowd Management,2025-04-09,2025-04-12,27.0
P00248-TR01,P00248,Physical Efficiency Test Preparation,2025-08-09,2025-08-10,12.0
P00248-TR02,P00248,Weapons Refresher,2025-03-20,2025-03-23,20.1
P00248-TR03,P00248,Counter-IED Awareness,2025-03-19,2025-03-21,16.5
P00248-TR04,P00248,First Response and Trauma Care,2024-10-02,2024-10-04,11.1
P00248-TR05,P00248,Physical Efficiency Test Preparation,2025-10-22,2025-10-23,11.6
P00248-TR06,P00248,Jungle Warfare Refresher,2025-03-20,2025-03-23,22.2
P00248-TR07,P00248,Communications and Signals,2024-09-10,2024-09-12,9.6
P00248-TR08,P00248,Jungle Warfare Refresher,2025-06-05,2025-06-07,15.5
P00248-TR09,P00248,Communications and Signals,2025-03-20,2025-03-23,26.2
P00249-TR01,P00249,First Response and Trauma Care,2025-12-13,2025-12-19,49.6
P00249-TR02,P00249,Counter-IED Awareness,2026-08-26,2026-08-27,9.1
P00249-TR03,P00249,Jungle Warfare Refresher,2024-10-23,2024-10-26,25.9
P00249-TR04,P00249,Crowd Management,2025-09-12,2025-09-14,11.0
P00249-TR05,P00249,First Response and Trauma Care,2025-11-10,2025-11-12,18.1
P00249-TR06,P00249,First Response and Trauma Care,2026-03-25,2026-03-28,22.3
P00249-TR07,P00249,Counter-IED Awareness,2026-03-03,2026-03-07,31.8
P00249-TR08,P00249,Jungle Warfare Refresher,2025-06-12,2025-06-13,8.5
P00249-TR09,P00249,Jungle Warfare Refresher,2025-09-29,2025-10-01,15.7
P00249-TR10,P00249,Physical Efficiency Test Preparation,2024-11-17,2024-11-18,4.0
P00249-TR11,P00249,Counter-IED Awareness,2024-09-21,2024-09-24,22.8
P00249-TR12,P00249,Crowd Management,2025-02-19,2025-02-22,23.9
P00249-TR13,P00249,Physical Efficiency Test Preparation,2026-04-14,2026-04-17,22.6
P00249-TR14,P00249,Weapons Refresher,2025-05-09,2025-05-10,9.1
P00250-TR01,P00250,Communications and Signals,2025-04-24,2025-04-25,12.6
P00250-TR02,P00250,Physical Efficiency Test Preparation,2025-04-08,2025-04-10,16.7
P00250-TR03,P00250,Jungle Warfare Refresher,2025-10-10,2025-10-14,30.0
P00250-TR04,P00250,Physical Efficiency Test Preparation,2026-03-20,2026-03-21,9.1
P00250-TR05,P00250,First Response and Trauma Care,2025-07-26,2025-07-30,30.0
P00250-TR06,P00250,First Response and Trauma Care,2024-11-16,2024-11-22,49.2
P00250-TR07,P00250,Communications and Signals,2025-10-08,2025-10-10,15.9
P00250-TR08,P00250,First Response and Trauma Care,2025-11-24,2025-11-27,26.6
P00250-TR09,P00250,First Response and Trauma Care,2026-01-14,2026-01-15,9.6
P00250-TR10,P00250,Crowd Management,2026-01-05,2026-01-07,20.9
P00251-TR01,P00251,Stress Management Workshop,2026-08-09,2026-08-13,32.4
P00251-TR02,P00251,First Response and Trauma Care,2026-08-11,2026-08-13,11.7
P00251-TR03,P00251,Crowd Management,2025-01-09,2025-01-13,29.5
P00251-TR04,P00251,Communications and Signals,2026-01-28,2026-01-30,22.0
P00251-TR05,P00251,Counter-IED Awareness,2025-07-08,2025-07-10,11.1
P00251-TR06,P00251,Physical Efficiency Test Preparation,2026-06-25,2026-06-27,12.9
P00251-TR07,P00251,First Response and Trauma Care,2025-07-23,2025-07-26,21.6
P00251-TR08,P00251,Stress Management Workshop,2025-08-06,2025-08-07,11.3
P00251-TR09,P00251,Jungle Warfare Refresher,2025-11-05,2025-11-08,24.5
P00251-TR10,P00251,Stress Management Workshop,2025-04-07,2025-04-08,8.9
P00251-TR11,P00251,Physical Efficiency Test Preparation,2025-08-29,2025-09-01,28.6
P00251-TR12,P00251,Communications and Signals,2026-05-11,2026-05-12,9.1
P00252-TR01,P00252,Crowd Management,2025-02-07,2025-02-08,10.5
P00252-TR02,P00252,Physical Efficiency Test Preparation,2025-05-04,2025-05-09,41.0
P00252-TR03,P00252,Weapons Refresher,2026-05-11,2026-05-14,28.3
P00252-TR04,P00252,Communications and Signals,2025-07-29,2025-07-31,15.5
P00252-TR05,P00252,Jungle Warfare Refresher,2026-05-25,2026-05-29,29.5
P00252-TR06,P00252,First Response and Trauma Care,2024-10-25,2024-10-29,32.4
P00252-TR07,P00252,First Response and Trauma Care,2025-12-27,2025-12-28,11.9
