deployment_id,personnel_id,unit_id,location_type,deployment_type,start_date,end_date,is_current
P00238-D002,P00238,U009,hard_area,operational,2023-07-11,2023-12-13,False
P00239-D001,P00239,U011,hard_area,operational,2024-12-15,,True
P00239-D002,P00239,U011,hard_area,training,2024-01-26,2024-12-14,False
P00240-D001,P00240,U001,static_station,operational,2025-11-16,,True
P00240-D002,P00240,U001,static_station,training,2024-03-07,2025-11-15,False
P00240-D003,P00240,U001,static_station,static,2022-03-15,2024-03-06,False
P00240-D004,P00240,U001,static_station,training,2020-09-03,2022-03-14,False
P00241-D001,P00241,U004,field,static,2025-04-07,,True
P00241-D002,P00241,U004,hard_area,operational,2024-03-28,2025-04-06,False
P00241-D003,P00241,U004,static_station,training,2022-12-30,2024-03-27,False
P00241-D004,P00241,U004,field,operational,2021-08-24,2022-12-29,False
P00241-D005,P00241,U004,static_station,static,2020-04-13,2021-08-23,False
P00241-D006,P00241,U004,field,training,2019-12-13,2020-04-12,False
P00241-D007,P00241,U004,field,operational,2019-03-25,2019-12-12,False
P00242-D001,P00242,U015,hard_area,operational,2025-11-09,,True
P00243-D001,P00243,U005,field,operational,2026-01-26,,True
P00243-D002,P00243,U005,field,training,2025-08-28,2026-01-25,False
P00243-D003,P00243,U005,static_station,training,2025-01-17,2025-08-27,False
P00243-D004,P00243,U005,field,operational,2023-09-23,2025-01-16,False
P00243-D005,P00243,U005,static_station,static,2022-07-21,2023-09-22,False
P00243-D006,P00243,U005,hard_area,static,2021-11-21,2022-07-20,False
P00243-D007,P00243,U005,field,training,2020-12-15,2021-11-20,False
P00243-D008,P00243,U005,field,operational,2018-12-28,2020-12-14,False
P00244-D001,P00244,U016,field,operational,2024-02-23,,True
P00244-D002,P00244,U016,static_station,training,2023-03-16,2024-02-22,False
P00245-D001,P00245,U004,field,static,2025-06-13,,True
P00245-D002,P00245,U004,hard_area,training,2024-12-12,2025-06-12,False
P00245-D003,P00245,U004,static_station,training,2023-10-27,2024-12-11,False
P00245-D004,P00245,U004,hard_area,operational,2022-04-07,2023-10-26,False
P00245-D005,P00245,U004,static_station,static,2021-04-28,2022-04-06,False
P00245-D006,P00245,U004,hard_area,operational,2019-12-19,2021-04-27,False
P00246-D001,P00246,U016,field,operational,2023-11-03,,True
P00246-D002,P00246,U016,field,static,2022-11-22,2023-11-02,False
P00246-D003,P00246,U016,hard_area,static,2021-01-19,2022-11-21,False
P00246-D004,P00246,U016,static_station,training,2019-10-12,2021-01-18,False
P00246-D005,P00246,U016,hard_area,training,2018-07-15,2019-10-11,False
P00246-D006,P00246,U016,hard_area,training,2016-11-09,2018-07-14,False
P00246-D007,P00246,U016,field,static,2015-12-02,2016-11-08,False
P00246-D008,P00246,U016,field,operational,2014-05-18,2015-12-01,False
P00247-D001,P00247,U014,hard_area,static,2025-04-19,,True
P00248-D001,P00248,U015,hard_area,operational,2026-04-13,,True
P00248-D002,P00248,U015,field,training,2025-11-20,2026-04-12,False
P00248-D003,P00248,U015,field,static,2025-02-14,2025-11-19,False
P00248-D004,P00248,U015,static_station,training,2023-06-15,2025-02-13,False
P00249-D001,P00249,U006,field,operational,2023-10-19,,True
P00249-D002,P00249,U006,static_station,static,2023-02-01,2023-10-18,False
P00249-D003,P00249,U006,static_station,static,2022-03-31,2023-01-31,False
P00249-D004,P00249,U006,static_station,static,2021-02-13,2022-03-30,False
P00249-D005,P00249,U006,field,training,2020-01-13,2021-02-12,False
P00249-D006,P00249,U006,hard_area,training,2019-02-22,2020-01-12,False
P00250-D001,P00250,U015,hard_area,operational,2024-06-10,,True
P00250-D002,P00250,U015,field,operational,2023-04-20,2024-06-09,False
P00250-D003,P00250,U015,hard_area,static,2022-03-06,2023-04-19,False
P00250-D004,P00250,U015,hard_area,operational,2021-09-11,2022-03-05,False
P00250-D005,P00250,U015,hard_area,training,2020-03-29,2021-09-10,False
P00251-D001,P00251,U006,hard_area,operational,2025-01-11,,True
P00251-D002,P00251,U006,hard_area,training,2022-12-18,2025-01-10,False
P00251-D003,P00251,U006,hard_area,operational,2021-08-19,2022-12-17,False
P00251-D004,P00251,U006,static_station,training,2020-09-04,2021-08-18,False
P00251-D005,P00251,U006,static_station,operational,2018-10-02,2020-09-03,False
P00251-D006,P00251,U006,static_station,operational,2017-09-08,2018-10-01,False
P00251-D007,P00251,U006,hard_area,training,2016-02-08,2017-09-07,False
P00251-D008,P00251,U006,hard_area,static,2015-03-05,2016-02-07,False
P00252-D001,P00252,U013,field,operational,2024-09-30,,True
P00253-D001,P00253,U002,field,operational,2025-10-30,,True
P00253-D002,P00253,U002,field,training,2024-10-02,2025-10-29,False
P00253-D003,P00253,U002,hard_area,operational,2023-05-17,2024-10-01,False
P00253-D004,P00253,U002,hard_area,static,2022-01-29,2023-05-16,False
P00253-D005,P00253,U002,field,training,2020-04-28,2022-01-28,False
P00253-D006,P00253,U002,static_station,static,2018-09-21,2020-04-27,False
P00253-D007,P00253,U002,field,training,2018-04-16,2018-09-20,False
P00253-D008,P00253,U002,static_station,training,2017-07-23,2018-04-15,False
P00254-D001,P00254,U015,hard_area,operational,2023-06-07,,True
P00254-D002,P00254,U015,static_station,operational,2022-06-06,2023-06-06,False
P00254-D003,P00254,U015,static_station,training,2021-07-07,2022-06-05,False
P00254-D004,P00254,U015,hard_area,training,2020-08-19,2021-07-06,False
P00254-D005,P00254,U015,static_station,training,2019-02-09,2020-08-18,False
P00254-D006,P00254,U015,static_station,static,2017-05-12,2019-02-08,False
P00254-D007,P00254,U015,field,operational,2017-01-09,2017-05-11,False
P00254-D008,P00254,U015,hard_area,static,2016-02-22,2017-01-08,False
P00255-D001,P00255,U011,hard_area,operational,2025-08-03,,True
P00255-D002,P00255,U011,field,static,2025-03-29,2025-08-02,False
P00255-D003,P00255,U011,field,static,2024-11-27,2025-03-28,False
P00255-D004,P00255,U011,hard_area,static,2024-02-06,2024-11-26,False
P00255-D005,P00255,U011,hard_area,static,2022-09-21,2024-02-05,False
P00256-D001,P00256,U011,hard_area,operational,2025-06-26,,True
P00256-D002,P00256,U011,static_station,static,2025-02-23,2025-06-25,False
P00256-D003,P00256,U011,static_station,training,2023-08-12,2025-02-22,False
P00256-D004,P00256,U011,static_station,static,2022-06-24,2023-08-11,False
P00256-D005,P00256,U011,field,static,2021-07-27,2022-06-23,False
P00256-D006,P00256,U011,hard_area,static,2020-11-04,2021-07-26,False
P00256-D007,P00256,U011,static_station,operational,2019-08-10,2020-11-03,False
P00256-D008,P00256,U011,hard_area,training,2018-12-06,2019-08-09,False
P00257-D001,P00257,U004,field,static,2025-05-15,,True
P00257-D002,P00257,U004,hard_area,static,2023-05-28,2025-05-14,False
P00257-D003,P00257,U004,field,training,2021-10-21,2023-05-27,False
P00257-D004,P00257,U004,field,static,2020-04-03,2021-10-20,False
P00257-D005,P00257,U004,static_station,static,2018-12-17,2020-04-02,False
P00257-D006,P00257,U004,static_station,training,2018-01-15,2018-12-16,False
P00257-D007,P00257,U004,hard_area,operational,2016-06-17,2018-01-14,False
P00258-D001,P00258,U013,field,operational,2025-03-21,,True
P00258-D002,P00258,U013,field,static,2023-08-18,2025-03-20,False
P00258-D003,P00258,U013,hard_area,operational,2021-10-22,2023-08-17,False
P00258-D004,P00258,U013,field,static,2021-06-21,2021-10-21,False
P00258-D005,P00258,U013,static_station,static,2020-01-27,2021-06-20,False
P00258-D006,P00258,U013,hard_area,static,2018-11-02,2020-01-26,False
P00258-D007,P00258,U013,static_station,training,2018-01-06,2018-11-01,False
P00258-D008,P00258,U013,field,operational,2017-01-26,2018-01-05,False
P00259-D001,P00259,U005,static_station,operational,2026-01-09,,True
P00259-D002,P00259,U005,field,training,2025-05-19,2026-01-08,False
P00259-D003,P00259,U005,hard_area,training,2023-07-07,2025-05-18,False
P00259-D004,P00259,U005,static_station,static,2022-06-11,2023-07-06,False
P00259-D005,P00259,U005,static_station,static,2021-07-11,2022-06-10,False
P00259-D006,P00259,U005,field,operational,2020-06-21,2021-07-10,False
P00260-D001,P00260,U003,field,static,2024-03-01,,True
P00260-D002,P00260,U003,field,static,2023-02-02,2024-02-29,False
P00260-D003,P00260,U003,static_station,training,2022-05-06,2023-02-01,False
P00260-D004,P00260,U003,static_station,static,2020-10-19,2022-05-05,False
P00260-D005,P00260,U003,hard_area,operational,2019-05-14,2020-10-18,False
P00260-D006,P00260,U003,static_station,training,2018-06-04,2019-05-13,False
P00260-D007,P00260,U003,static_station,training,2017-08-28,2018-06-03,False
P00260-D008,P00260,U003,field,operational,2016-08-28,2017-08-27,False
P00261-D001,P00261,U007,static_station,static,2024-02-02,,True
P00261-D002,P00261,U007,hard_area,training,2022-09-16,2024-02-01,False
P00261-D003,P00261,U007,hard_area,static,2021-09-04,2022-09-15,False
P00261-D004,P00261,U007,static_station,static,2019-11-22,2021-09-03,False
P00261-D005,P00261,U007,hard_area,training,2018-11-17,2019-11-21,False
P00261-D006,P00261,U007,static_station,static,2016-11-09,2018-11-16,False
P00261-D007,P00261,U007,hard_area,training,2015-04-21,2016-11-08,False
P00261-D008,P00261,U007,field,operational,2013-07-11,2015-04-20,False
P00262-D001,P00262,U006,field,operational,2023-06-14,,True
P00262-D002,P00262,U006,hard_area,operational,2023-01-24,2023-06-13,False
P00262-D003,P00262,U006,hard_area,operational,2022-09-23,2023-01-23,False
P00262-D004,P00262,U006,hard_area,operational,2022-05-23,2022-09-22,False
P00262-D005,P00262,U006,static_station,operational,2021-05-15,2022-05-22,False
P00262-D006,P00262,U006,hard_area,operational,2020-12-24,2021-05-14,False
P00262-D007,P00262,U006,hard_area,static,2019-05-23,2020-12-23,False
P00262-D008,P00262,U006,field,training,2017-11-14,2019-05-22,False
P00263-D001,P00263,U013,hard_area,operational,2025-09-03,,True
P00263-D002,P00263,U013,field,training,2025-03-15,2025-09-02,False
P00264-D001,P00264,U003,static_station,static,2024-09-07,,True
P00264-D002,P00264,U003,field,operational,2024-01-03,2024-09-06,False
P00264-D003,P00264,U003,static_station,operational,2023-03-01,2024-01-02,False
P00264-D004,P00264,U003,hard_area,static,2020-10-16,2023-02-28,False
P00264-D005,P00264,U003,static_station,training,2020-06-09,2020-10-15,False
P00265-D001,P00265,U002,hard_area,operational,2023-04-20,,True
P00265-D002,P00265,U002,field,operational,2022-01-04,2023-04-19,False
P00265-D003,P00265,U002,field,operational,2021-01-12,2022-01-03,False
P00265-D004,P00265,U002,static_station,training,2020-04-02,2021-01-11,False
P00266-D001,P00266,U002,hard_area,operational,2026-02-15,,True
P00266-D002,P00266,U002,field,static,2024-08-02,2026-02-14,False
P00266-D003,P00266,U002,hard_area,training,2023-09-18,2024-08-01,False
P00266-D004,P00266,U002,static_station,operational,2021-10-09,2023-09-17,False
P00267-D001,P00267,U006,hard_area,operational,2026-04-26,,True
P00267-D002,P00267,U006,static_station,static,2025-06-25,2026-04-25,False
P00267-D003,P00267,U006,static_station,operational,2023-07-19,2025-06-24,False
P00267-D004,P00267,U006,hard_area,training,2022-08-09,2023-07-18,False
P00267-D005,P00267,U006,hard_area,static,2021-11-15,2022-08-08,False
P00267-D006,P00267,U006,hard_area,operational,2019-12-21,2021-11-14,False
P00267-D007,P00267,U006,field,training,2018-04-04,2019-12-20,False
P00267-D008,P00267,U006,hard_area,training,2017-01-15,2018-04-03,False
P00268-D001,P00268,U010,hard_area,operational,2024-11-07,,True
P00268-D002,P00268,U010,static_station,static,2024-02-19,2024-11-06,False
P00268-D003,P00268,U010,field,training,2023-08-20,2024-02-18,False
P00268-D004,P00268,U010,field,training,2023-01-20,2023-08-19,False
P00269-D001,P00269,U007,field,static,2026-02-27,,True
P00269-D002,P00269,U007,static_station,training,2025-05-27,2026-02-26,False
P00269-D003,P00269,U007,hard_area,operational,2023-12-05,2025-05-26,False
P00269-D004,P00269,U007,field,operational,2022-05-18,2023-12-04,False
P00269-D005,P00269,U007,field,operational,2020-10-15,2022-05-17,False
P00269-D006,P00269,U007,static_station,training,2019-01-03,2020-10-14,False
P00269-D007,P00269,U007,field,operational,2018-01-27,2019-01-02,False
P00269-D008,P00269,U007,field,training,2016-04-04,2018-01-26,False
P00270-D001,P00270,U005,hard_area,operational,2026-03-18,,True
P00270-D002,P00270,U005,field,static,2025-04-03,2026-03-17,False
P00270-D003,P00270,U005,hard_area,operational,2023-12-01,2025-04-02,False
P00270-D004,P00270,U005,field,training,2021-11-22,2023-11-30,False
P00270-D005,P00270,U005,field,training,2020-10-27,2021-11-21,False
P00270-D006,P00270,U005,field,training,2020-06-26,2020-10-26,False
P00270-D007,P00270,U005,static_station,training,2019-08-06,2020-06-25,False
P00270-D008,P00270,U005,hard_area,operational,2019-03-10,2019-08-05,False
P00271-D001,P00271,U012,field,operational,2025-05-11,,True
P00272-D001,P00272,U013,field,operational,2026-02-10,,True
P00272-D002,P00272,U013,static_station,operational,2024-07-11,2026-02-09,False
P00272-D003,P00272,U013,field,operational,2023-09-15,2024-07-10,False
P00272-D004,P00272,U013,hard_area,static,2022-04-10,2023-09-14,False
P00272-D005,P00272,U013,static_station,static,2021-08-11,2022-04-09,False
P00273-D001,P00273,U007,static_station,static,2023-09-06,,True
P00273-D002,P00273,U007,field,operational,2022-07-10,2023-09-05,False
P00273-D003,P00273,U007,field,operational,2021-02-20,2022-07-09,False
P00273-D004,P00273,U007,hard_area,operational,2019-02-02,2021-02-19,False
P00273-D005,P00273,U007,static_station,operational,2018-01-23,2019-02-01,False
P00273-D006,P00273,U007,static_station,operational,2016-08-12,2018-01-22,False
P00273-D007,P00273,U007,hard_area,operational,2014-07-28,2016-08-11,False
P00273-D008,P00273,U007,hard_area,static,2013-10-25,2014-07-27,False
P00274-D001,P00274,U008,hard_area,operational,2024-05-03,,True
P00274-D002,P00274,U008,field,training,2022-11-13,2024-05-02,False
P00274-D003,P00274,U008,field,operational,2020-11-23,2022-11-12,False
P00275-D001,P00275,U007,static_station,static,2024-09-17,,True
P00275-D002,P00275,U007,static_station,training,2023-02-07,2024-09-16,False
P00275-D003,P00275,U007,field,training,2022-05-26,2023-02-06,False
P00275-D004,P00275,U007,field,operational,2021-10-15,2022-05-25,False
P00275-D005,P00275,U007,field,operational,2020-11-04,2021-10-14,False
P00275-D006,P00275,U007,hard_area,operational,2019-05-18,2020-11-03,False
P00275-D007,P00275,U007,hard_area,operational,2017-07-01,2019-05-17,False
P00275-D008,P00275,U007,static_station,operational,2015-03-27,2017-06-30,False
P00276-D001,P00276,U012,hard_area,operational,2024-08-19,,True
P00276-D002,P00276,U012,field,static,2023-07-01,2024-08-18,False
P00276-D003,P00276,U012,static_station,static,2022-04-12,2023-06-30,False
P00276-D004,P00276,U012,static_station,operational,2021-01-28,2022-04-11,False
P00276-D005,P00276,U012,hard_area,operational,2019-11-12,2021-01-27,False
P00276-D006,P00276,U012,hard_area,operational,2018-12-21,2019-11-11,False
P00276-D007,P00276,U012,field,training,2018-02-10,2018-12-20,False
P00276-D008,P00276,U012,static_station,static,2016-10-03,2018-02-09,False
P00277-D001,P00277,U008,hard_area,operational,2024-12-27,,True
P00277-D002,P00277,U008,field,operational,2023-12-21,2024-12-26,False
P00277-D003,P00277,U008,hard_area,operational,2022-10-15,2023-12-20,False
P00277-D004,P00277,U008,static_station,training,2021-02-22,2022-10-14,False
P00277-D005,P00277,U008,field,operational,2019-11-25,2021-02-21,False
P00278-D001,P00278,U014,field,static,2026-05-23,,True
P00278-D002,P00278,U014,hard_area,operational,2024-07-27,2026-05-22,False
P00278-D003,P00278,U014,static_station,static,2023-08-23,2024-07-26,False
P00278-D004,P00278,U014,static_station,operational,2022-04-12,2023-08-22,False
P00278-D005,P00278,U014,static_station,training,2021-03-23,2022-04-11,False
P00278-D006,P00278,U014,static_station,static,2018-11-22,2021-03-22,False
P00278-D007,P00278,U014,static_station,operational,2018-01-22,2018-11-21,False
P00278-D008,P00278,U014,field,static,2016-08-18,2018-01-21,False
P00279-D001,P00279,U005,hard_area,operational,2025-11-26,,True
P00279-D002,P00279,U005,field,operational,2025-01-30,2025-11-25,False
P00279-D003,P00279,U005,hard_area,operational,2024-04-24,2025-01-29,False
P00279-D004,P00279,U005,hard_area,operational,2023-07-31,2024-04-23,False
P00279-D005,P00279,U005,hard_area,training,2022-09-20,2023-07-30,False
P00279-D006,P00279,U005,static_station,training,2021-08-03,2022-09-19,False
P00280-D001,P00280,U013,hard_area,operational,2024-09-08,,True
P00280-D002,P00280,U013,static_station,operational,2024-05-08,2024-09-07,False
P00280-D003,P00280,U013,static_station,training,2023-07-07,2024-05-07,False
P00280-D004,P00280,U013,hard_area,training,2021-09-12,2023-07-06,False
P00280-D005,P00280,U013,hard_area,operational,2021-04-13,2021-09-11,False
P00280-D006,P00280,U013,static_station,training,2020-04-27,2021-04-12,False
P00281-D001,P00281,U006,field,operational,2023-12-08,,True
P00281-D002,P00281,U006,field,operational,2022-05-13,2023-12-07,False
P00281-D003,P00281,U006,static_station,static,2021-02-27,2022-05-12,False
P00281-D004,P00281,U006,field,operational,2020-04-01,2021-02-26,False
P00281-D005,P00281,U006,field,operational,2018-08-03,2020-03-31,False
